1146088458580049922,ONN,"RT @TruthSeek200: As far as objectivity is concerned, the only REAL \"Anti-Fascists\" are #Trump supporters.

#AntifaTerrorists 
#TrumpIsACow…","","",341,"java.util.GregorianCalendar[time=?,areFieldsSet=false,areAllFieldsSet=false,lenient=true,zone=sun.util.calendar.ZoneInfo[id=\"America/Costa_Rica\",offset=-21600000,dstSavings=0,useDaylight=false,transitions=11,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=?,YEAR=2019,MONTH=6,WEEK_OF_YEAR=?,WEEK_OF_MONTH=?,DAY_OF_MONTH=2,DAY_OF_YEAR=?,DAY_OF_WEEK=?,DAY_OF_WEEK_IN_MONTH=?,AM_PM=1,HOUR=4,HOUR_OF_DAY=16,MINUTE=9,SECOND=16,MILLISECOND=0,ZONE_OFFSET=?,DST_OFFSET=?]",2531,AntifaTerrorists
