1016153754,VITO,"RT @MarkSimoneNY: Lou Dobbs on Mitt Romney: \"He is the most self important, sanctimonious, silly, son of a gun\" 
#MittRomney #DrainTheSwamp…","",USA,5070,"java.util.GregorianCalendar[time=?,areFieldsSet=false,areAllFieldsSet=false,lenient=true,zone=sun.util.calendar.ZoneInfo[id=\"America/Costa_Rica\",offset=-21600000,dstSavings=0,useDaylight=false,transitions=11,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=?,YEAR=2012,MONTH=11,WEEK_OF_YEAR=?,WEEK_OF_MONTH=?,DAY_OF_MONTH=16,DAY_OF_YEAR=?,DAY_OF_WEEK=?,DAY_OF_WEEK_IN_MONTH=?,AM_PM=1,HOUR=9,HOUR_OF_DAY=21,MINUTE=56,SECOND=40,MILLISECOND=0,ZONE_OFFSET=?,DST_OFFSET=?]",313332,MittRomney
