2321134655,Nathan Adams,"RT @alexmjordan: 🇺🇸#JordansViewExpress 322🇺🇸
Are you FED UP with white people being attacked by the media who then label #Trump &amp; millions…","","",3726,"java.util.GregorianCalendar[time=?,areFieldsSet=false,areAllFieldsSet=false,lenient=true,zone=sun.util.calendar.ZoneInfo[id=\"America/Costa_Rica\",offset=-21600000,dstSavings=0,useDaylight=false,transitions=11,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=?,YEAR=2014,MONTH=1,WEEK_OF_YEAR=?,WEEK_OF_MONTH=?,DAY_OF_MONTH=3,DAY_OF_YEAR=?,DAY_OF_WEEK=?,DAY_OF_WEEK_IN_MONTH=?,AM_PM=0,HOUR=3,HOUR_OF_DAY=3,MINUTE=16,SECOND=9,MILLISECOND=0,ZONE_OFFSET=?,DST_OFFSET=?]",15287,Trump
