2977328077,Deanna beatty,"RT @LJMW169: @Ez4u2say_Janis \"Bone Spurs\"  is is totally off his nut now.
thanks to the #RussianAgents posing as Senators.

#tRump #OrangeF…","","",75,"java.util.GregorianCalendar[time=?,areFieldsSet=false,areAllFieldsSet=false,lenient=true,zone=sun.util.calendar.ZoneInfo[id=\"America/Costa_Rica\",offset=-21600000,dstSavings=0,useDaylight=false,transitions=11,lastRule=null],firstDayOfWeek=1,minimalDaysInFirstWeek=1,ERA=?,YEAR=2015,MONTH=0,WEEK_OF_YEAR=?,WEEK_OF_MONTH=?,DAY_OF_MONTH=12,DAY_OF_YEAR=?,DAY_OF_WEEK=?,DAY_OF_WEEK_IN_MONTH=?,AM_PM=1,HOUR=5,HOUR_OF_DAY=17,MINUTE=58,SECOND=42,MILLISECOND=0,ZONE_OFFSET=?,DST_OFFSET=?]",5891,RussianAgents
