production_family,wk,fecha,fa_pn,pn_componente,wo,quantity,cod_defecto,causa,linea,turno
Opus,Week 03,1/14/2020,88000,88002,2046859.0,1,DW5573,C7-Proceso,Linea9,T 1
Opus,Week 03,1/14/2020,88000,88001,2046859.0,12,DW5622,C7-Proceso,Linea9,T 1
Opus,Week 03,1/14/2020,88000,88001,2046859.0,1,DW4023,C1-Error del Operador,Linea9,T 1
Opus,Week 03,1/14/2020,88000,88001,2046859.0,12,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 03,1/14/2020,88000,88002,2046859.0,25,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 03,1/14/2020,88000,88006,2046859.0,25,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 03,1/14/2020,88000,88005,2046859.0,1,DW5633,C7-Proceso,Linea9,T 1
Opus,Week 03,1/14/2020,88000,88003,2046859.0,25,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 03,1/14/2020,88000,88011,2046859.0,24,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 03,1/14/2020,88000,88009,2046859.0,11,DW4016,C7-Proceso,Linea9,T 1
Opus,Week 03,1/14/2020,88000,88023,2046859.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 03,1/14/2020,88000,84757,2046859.0,11,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 03,1/14/2020,88000,89012,2046859.0,11,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 03,1/14/2020,88000,88014,2046859.0,11,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 1
Opus,Week 03,1/14/2020,88000,89012,2046859.0,3,DW101,C7-Proceso,Linea9,T 2
Opus,Week 03,1/14/2020,88000,88005,2046859.0,9,DW5649,C7-Proceso,Linea9,T 2
Opus,Week 03,1/14/2020,88000,45907,2046859.0,29,DW4016,C7-Proceso,Linea9,T 2
Opus,Week 03,1/14/2020,88000,88001,2046859.0,12,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 2
Opus,Week 03,1/14/2020,88000,88002,2046859.0,12,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 2
Opus,Week 03,1/14/2020,88000,88006,2046859.0,12,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 2
Opus,Week 03,1/14/2020,88000,88005,2046859.0,8,DW5625,C7-Proceso,Linea9,T 2
Opus,Week 03,1/14/2020,88000,88003,2046859.0,12,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 2
Opus,Week 03,1/14/2020,88000,88011,2046859.0,12,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 2
Opus,Week 03,1/14/2020,88000,88009,2046859.0,4,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 2
Opus,Week 03,1/14/2020,88000,88023,2046859.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 2
Opus,Week 03,1/14/2020,88000,84757,2046859.0,4,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 2
Opus,Week 03,1/14/2020,88000,89012,2046859.0,2,DW4023,C1-Error del Operador,Linea9,T 2
Opus,Week 03,1/14/2020,88000,89012,2046859.0,1,DW5553,C7-Proceso,Linea9,T 2
Opus,Week 03,1/14/2020,88000,89012,2046859.0,1,DW5649,C7-Proceso,Linea9,T 2
Opus,Week 03,1/14/2020,88000,88014,2046859.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 2
Opus,Week 03,1/14/2020,88000,88009,2046864.0,2,DW4023,C1-Error del Operador,Linea9,T 1
Opus,Week 03,1/14/2020,88000,88009,2046864.0,1,DW12,C7-Proceso,Linea9,T 2
Opus,Week 03,1/14/2020,63374,83630,2046921.0,5,DW4038,C7-Proceso,Line 18 (Wire to Wire),T 2
Opus,Week 03,1/14/2020,63374,81934,2046921.0,20,DW4038,C7-Proceso,Line 18 (Wire to Wire),T 2
Opus,Week 03,1/14/2020,63374,49814,2046921.0,20,DW4038,C7-Proceso,Line 18 (Wire to Wire),T 2
Opus,Week 03,1/14/2020,63374,83631,2046921.0,5,DW4038,C7-Proceso,Line 18 (Wire to Wire),T 2
Opus,Week 03,1/14/2020,62057,22746,2047029.0,23,SM3906,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/14/2020,62057,22746,2047029.0,21,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/14/2020,62057,36637,2047029.0,1,SM701,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/14/2020,62057,36637,2047029.0,43,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/14/2020,62057,10326,2047029.0,176,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/14/2020,62057,10326,2047029.0,10,SM400,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/14/2020,62057,11294,2047029.0,1,SM301,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/14/2020,62057,11294,2047029.0,175,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/14/2020,62057,4935,2047029.0,1,SM1400,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/14/2020,62057,4935,2047029.0,43,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/14/2020,62057,24907,2047029.0,7,SM4904,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/14/2020,62057,24907,2047029.0,37,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/14/2020,62057,11301,2047029.0,9,SM4003,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/14/2020,62057,11301,2047029.0,35,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/14/2020,62057,11301,2047029.0,2,SM1112,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/14/2020,62057,11300,2047029.0,44,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/14/2020,62057,37067,2047029.0,42,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/14/2020,62057,12583,2047029.0,2,SM3007,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/14/2020,62057,4935,2047029.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/14/2020,62057,24907,2047029.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/14/2020,62057,11301,2047029.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/14/2020,62057,22746,2047029.0,1,SM4007,C1-Error del Operador,Line 4,T 2
Opus,Week 03,1/14/2020,62057,22746,2047029.0,2,SM200,C1-Error del Operador,Line 4,T 2
Opus,Week 03,1/14/2020,62057,22746,2047029.0,6,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/14/2020,62057,36637,2047029.0,1,SM4500,C1-Error del Operador,Line 4,T 2
Opus,Week 03,1/14/2020,62057,36637,2047029.0,8,,C1-Error del Operador,Line 4,T 2
Opus,Week 03,1/14/2020,62057,10326,2047029.0,5,SM400,C1-Error del Operador,Line 4,T 2
Opus,Week 03,1/14/2020,62057,10326,2047029.0,31,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/14/2020,62057,11294,2047029.0,36,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/14/2020,94886,23780,2047010.0,2,PKG119,C1-Error del Operador,Line 4,T 2
Opus,Week 03,1/14/2020,94886,23780,2047010.0,2,PKG124,C1-Error del Operador,Line 4,T 2
Opus,Week 03,1/14/2020,94886,9570,2047010.0,4,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/14/2020,94886,9570,2047010.0,1,PKG115,C1-Error del Operador,Line 4,T 2
Opus,Week 03,1/14/2020,94886,23780,2047010.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/14/2020,94886,23780,2047010.0,4,,C17- Pruebas de calidad,Line 4,T 2
Opus,Week 03,1/14/2020,94886,9570,2047010.0,4,,C17- Pruebas de calidad,Line 4,T 2
Opus,Week 03,1/14/2020,94886,29745,2047010.0,2,SM2714,C1-Error del Operador,Line 4,T 2
Opus,Week 03,1/14/2020,28365,52607,2046958.0,1,SM5205,C1-Error del Operador,Line 4,T 2
Opus,Week 03,1/14/2020,28365,52607,2046958.0,1,SM5207,C1-Error del Operador,Line 4,T 2
Opus,Week 03,1/14/2020,28365,27235,2046958.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/14/2020,28365,10113,2046958.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/14/2020,28365,21209,2046958.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/14/2020,28365,34900,2046958.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/14/2020,28365,28092,2046958.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/14/2020,94886,23780,2047010.0,1,PKG101,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/14/2020,94886,23780,2047010.0,5,PKG119,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/14/2020,94886,23780,2047010.0,4,PKG124,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/14/2020,94886,9570,2047010.0,10,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/14/2020,94886,9570,2047010.0,2,PKG115,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/14/2020,94886,23780,2047010.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/14/2020,94886,23780,2047010.0,4,,C17- Pruebas de calidad,Line 4,T 1
Opus,Week 03,1/14/2020,94886,9570,2047010.0,4,,C17- Pruebas de calidad,Line 4,T 1
Opus,Week 03,1/14/2020,37732,45726,2047037.0,1,DW22,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,45726,2047037.0,3,DW4016,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,45726,2047037.0,149,DW12,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,45726,2047037.0,1,DW4023,C1-Error del Operador,Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,45726,2047037.0,274,DW12,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,38482,2047037.0,13,DW4016,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,38482,2047037.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,4496,2047037.0,4,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,57579,2047037.0,7,DW202,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,57579,2047037.0,5,DW3906,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,57579,2047037.0,4,DW4016,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,57579,2047037.0,7,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,42253,2047037.0,23,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,11294,2047037.0,12,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,39564,2047037.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,45726,2047037.0,3,DW22,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,45726,2047037.0,13,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,38482,2047037.0,16,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,4496,2047037.0,16,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,43690,2047037.0,4,DW2308,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,11301,2047037.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,37732,11294,2047037.0,21,DW4016,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,24984,23780,2046948.0,7,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 2
Opus,Week 03,1/14/2020,24984,9570,2046948.0,4,,C17- Pruebas de calidad,Line 5 (SMX2),T 2
Opus,Week 03,1/14/2020,24984,9570,2046948.0,3,PKG116,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 03,1/14/2020,24984,23780,2046948.0,4,PKG119,C7-Proceso,Line 5 (SMX2),T 2
Opus,Week 03,1/14/2020,24984,9570,2046948.0,4,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 2
Opus,Week 03,1/14/2020,24984,23780,2046948.0,10,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,24984,9570,2046948.0,4,,C17- Pruebas de calidad,Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,24984,9570,2046948.0,6,PKG115,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,24984,23780,2046948.0,3,PKG119,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,24984,23780,2046948.0,2,PKG124,C7-Proceso,Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,24984,9570,2046948.0,5,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,24984,10113,2046948.0,1,DW2409,C1-Error del Operador,Line 5 (SMX2),T 1
Opus,Week 03,1/14/2020,88000,88032,2046848.0,1,PKG111,C7-Proceso,Linea9,T 2
Opus,Week 03,1/14/2020,88000,64102,2046848.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 2
Opus,Week 03,1/14/2020,88000,88032,2046848.0,8,,C17- Pruebas de calidad,Linea9,T 2
Opus,Week 03,1/14/2020,88000,64102,2046848.0,8,,C17- Pruebas de calidad,Linea9,T 2
Opus,Week 03,1/14/2020,88000,88032,2046848.0,3,PKG111,C7-Proceso,Linea9,T 2
Opus,Week 03,1/14/2020,88000,88032,2046848.0,4,PKG119,C7-Proceso,Linea9,T 2
Opus,Week 03,1/14/2020,88000,64102,2046848.0,7,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Linea9,T 2
Opus,Week 03,1/14/2020,88000,88032,2046848.0,8,,C17- Pruebas de calidad,Linea9,T 2
Opus,Week 03,1/14/2020,88000,64102,2046848.0,8,,C17- Pruebas de calidad,Linea9,T 2
Opus,Week 03,1/14/2020,88000,88040,2046848.0,2,DW5665,C7-Proceso,Linea9,T 2
Opus,Week 03,1/14/2020,88000,88040,2046848.0,5,DW2714,C7-Proceso,Linea9,T 2
Opus,Week 03,1/14/2020,87000,9782,2047344.0,14,DW211,C1-Error del Operador,Line 7 (Reflex),T 2
Opus,Week 03,1/14/2020,87000,7335,2047344.0,14,DW408,C1-Error del Operador,Line 7 (Reflex),T 2
Opus,Week 03,1/14/2020,87000,7334,2047344.0,28,DW408,C1-Error del Operador,Line 7 (Reflex),T 2
Opus,Week 03,1/14/2020,86990,9782,2047302.0,11,DW4016,C7-Proceso,Line 7 (Reflex),T 2
Opus,Week 03,1/14/2020,86990,7335,2047302.0,11,DW4016,C7-Proceso,Line 7 (Reflex),T 2
Opus,Week 03,1/14/2020,86990,7334,2047302.0,22,DW4016,C7-Proceso,Line 7 (Reflex),T 2
Opus,Week 03,1/14/2020,86990,26883,2047302.0,11,DW4016,C7-Proceso,Line 7 (Reflex),T 2
Opus,Week 03,1/14/2020,86990,11503,2047302.0,11,DW4016,C7-Proceso,Line 7 (Reflex),T 2
Opus,Week 03,1/14/2020,86990,11294,2047302.0,33,DW4016,C7-Proceso,Line 7 (Reflex),T 2
Opus,Week 03,1/14/2020,86990,30490,2047302.0,11,DW4016,C7-Proceso,Line 7 (Reflex),T 2
Opus,Week 03,1/14/2020,86990,9782,2047302.0,2,DW205,C1-Error del Operador,Line 7 (Reflex),T 2
Opus,Week 03,1/14/2020,86990,7335,2047302.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 2
Opus,Week 03,1/14/2020,86990,7334,2047302.0,4,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 2
Opus,Week 03,1/14/2020,86990,26883,2047302.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 2
Opus,Week 03,1/14/2020,86990,11503,2047302.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 2
Opus,Week 03,1/14/2020,86990,11294,2047302.0,6,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 7 (Reflex),T 2
Opus,Week 03,1/15/2020,37067,48389,2048606.0,23,DW113,C7-Proceso,SA,T 1
Opus,Week 03,1/15/2020,43465,3948,2047205.0,32,DW600,C7-Proceso,Multiwire,T 1
Opus,Week 03,1/15/2020,43465,3948,2047205.0,1,DW619,C7-Proceso,Multiwire,T 1
Opus,Week 03,1/15/2020,43465,4912,2047205.0,1,DW204,C7-Proceso,Multiwire,T 1
Opus,Week 03,1/15/2020,43465,3948,2047205.0,443,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Multiwire,T 1
Opus,Week 03,1/15/2020,43465,4912,2047205.0,33,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Multiwire,T 1
Opus,Week 03,1/15/2020,43465,11300,2047205.0,34,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Multiwire,T 1
Opus,Week 03,1/15/2020,37067,4496,2047196.0,10,DW4035,C7-Proceso,SA,T 1
Opus,Week 03,1/15/2020,37067,4496,2047196.0,8,DW3302,C7-Proceso,SA,T 1
Opus,Week 03,1/15/2020,86001,47170,2047215.0,131,,C20-Devoluciones,SA,T 1
Opus,Week 03,1/15/2020,86001,47170,2047215.0,19,DW105,C7-Proceso,SA,T 1
Opus,Week 03,1/15/2020,43549,4496,20447245.0,10,DW4035,C7-Proceso,SA,T 1
Opus,Week 03,1/15/2020,43549,4496,20447245.0,8,DW3302,C7-Proceso,SA,T 1
Opus,Week 03,1/15/2020,43549,4496,2047246.0,5,DW4035,C7-Proceso,Returns,T 1
Opus,Week 03,1/15/2020,43549,48389,2047246.0,5,DW107,C7-Proceso,Returns,T 1
Opus,Week 03,1/15/2020,41450,48389,2048637.0,8,DW107,C7-Proceso,Ambient,T 1
Opus,Week 03,1/15/2020,42550,48389,2047353.0,4,,C11 - Material afectado por otro componente (no requiere cÃ³digo),,T 1
Opus,Week 03,1/15/2020,42550,40927,2047353.0,7,DW5211,C7-Proceso,SA,T 1
Opus,Week 03,1/15/2020,42550,4496,2047353.0,11,DW3403,C7-Proceso,SA,T 1
Opus,Week 03,1/15/2020,37067,4496,2048606.0,25,DW3302,C7-Proceso,SA,T 1
Opus,Week 03,1/15/2020,37067,4496,2048606.0,5,DW4035,C7-Proceso,SA,T 1
Opus,Week 03,1/15/2020,37067,48389,2048606.0,4,DW113,C7-Proceso,SA,T 1
Opus,Week 03,1/15/2020,111005,22746,2049311.0,15,SM200,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 03,1/15/2020,111005,22746,2049311.0,12,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 03,1/15/2020,111005,14651,2049311.0,1,SM711,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 03,1/15/2020,111005,14651,2049311.0,9,SM701,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 03,1/15/2020,111005,14651,2049311.0,17,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 03,1/15/2020,111005,10326,2049311.0,1,SM800,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 03,1/15/2020,111005,10326,2049311.0,107,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 03,1/15/2020,111005,11294,2049311.0,1,SM3007,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 03,1/15/2020,111005,11294,2049311.0,67,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 03,1/15/2020,111000,23780,2048524.0,1,PKG112,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 03,1/15/2020,111000,23780,2048524.0,2,PKG119,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 03,1/15/2020,111000,9570,2048524.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 03,1/15/2020,111000,9570,2048524.0,2,PKG116,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 03,1/15/2020,111000,23780,2048524.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 2 (STV),T 1
Opus,Week 03,1/15/2020,111000,23780,2048524.0,12,,C17- Pruebas de calidad,Line 2 (STV),T 1
Opus,Week 03,1/15/2020,111000,9570,2048524.0,12,,C17- Pruebas de calidad,Line 2 (STV),T 1
Opus,Week 03,1/15/2020,111000,27235,2048524.0,4,SM2714,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 03,1/15/2020,111000,12573,2048524.0,2,SM3607,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 03,1/15/2020,111000,18715,2048524.0,1,SM2912,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 03,1/15/2020,111000,18715,2048524.0,8,SM2903,C1-Error del Operador,Line 2 (STV),T 1
Opus,Week 03,1/15/2020,28365,52607,2046959.0,2,SM5207,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/15/2020,28365,52607,2046959.0,2,SM5205,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/15/2020,28365,27235,2046959.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/15/2020,28365,21209,2046959.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/15/2020,28365,10113,2046959.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/15/2020,28365,28092,2046959.0,4,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/15/2020,18611,14147,2046980.0,59,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/15/2020,18611,35422,2046980.0,59,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/15/2020,18611,34504,2046980.0,3,SM1803,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/15/2020,18611,34504,2046980.0,22,SM1802,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/15/2020,18611,34504,2046980.0,32,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/15/2020,18611,11301,2046980.0,57,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/15/2020,18611,18226,2046980.0,11,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/15/2020,18611,43549,2046980.0,11,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/15/2020,18611,5615,2046980.0,25,SM221,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/15/2020,18611,5615,2046980.0,1,SM201,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/15/2020,18611,5615,2046980.0,30,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/15/2020,18611,5615,2046980.0,3,SM4007,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/15/2020,18611,14054,2046980.0,2,SM701,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/15/2020,18611,14054,2046980.0,2,SM712,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/15/2020,18611,14054,2046980.0,1,SM706,C1-Error del Operador,Line 4,T 1
Opus,Week 03,1/15/2020,18611,14054,2046980.0,54,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 1
Opus,Week 03,1/15/2020,18611,12583,2046980.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/15/2020,18611,11301,2046980.0,18,SM1112,C1-Error del Operador,Line 4,T 2
Opus,Week 03,1/15/2020,18611,14147,2046980.0,19,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/15/2020,18611,35422,2046980.0,19,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/15/2020,18611,34504,2046980.0,6,SM1801,C1-Error del Operador,Line 4,T 2
Opus,Week 03,1/15/2020,18611,34504,2046980.0,13,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/15/2020,18611,11301,2046980.0,19,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/15/2020,18611,18226,2046980.0,13,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/15/2020,18611,43549,2046980.0,1,SM3007,C1-Error del Operador,Line 4,T 2
Opus,Week 03,1/15/2020,18611,43549,2046980.0,12,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/15/2020,18611,5615,2046980.0,1,SM4007,C1-Error del Operador,Line 4,T 2
Opus,Week 03,1/15/2020,18611,5615,2046980.0,6,SM201,C1-Error del Operador,Line 4,T 2
Opus,Week 03,1/15/2020,18611,5615,2046980.0,2,SM205,C1-Error del Operador,Line 4,T 2
Opus,Week 03,1/15/2020,18611,5615,2046980.0,1,SM216,C1-Error del Operador,Line 4,T 2
Opus,Week 03,1/15/2020,18611,5615,2046980.0,9,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/15/2020,18611,14054,2046980.0,2,SM701,C1-Error del Operador,Line 4,T 2
Opus,Week 03,1/15/2020,18611,14054,2046980.0,17,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 4,T 2
Opus,Week 03,1/15/2020,39388,1840,2046983.0,1,DW4016,C7-Proceso,Line 5 (SMX2),T 2
