production_family,wk,fecha,fa_pn,pn_componente,wo,quantity,cod_defecto,causa,linea,turno
Wands (Kamuk),Week 01,1/3/2020,48400,48404,2046690.0,1,D1093,C7-Proceso,Line 13,T1
Wands (Kamuk),Week 01,1/3/2020,48400,48414,2046690.0,1,DO085,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/3/2020,48400,48416,2046690.0,1,DO1646,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/3/2020,48400,49697,2046690.0,4,DO1644,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/3/2020,48400,20363,2046690.0,4,,C17- Pruebas de calidad,Line 13,T 1
Wands (Kamuk),Week 01,1/3/2020,48400,20363,2046690.0,10,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 1
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046690.0,4,,C17- Pruebas de calidad,Line 13,T 1
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046690.0,6,PKG119,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046690.0,4,PKG105,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046692.0,1,,C17- Pruebas de calidad,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,20363,2046692.0,4,,C17- Pruebas de calidad,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046692.0,1,PKG119,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,20363,2046692.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,49697,2046692.0,1,,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046691.0,4,,C17- Pruebas de calidad,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,20363,2046691.0,4,,C17- Pruebas de calidad,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046691.0,4,PKG119,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,20363,2046691.0,10,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046691.0,6,PKG111,,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,49697,2046691.0,4,DO1643,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,48407,2046691.0,1,DO1643,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,48623,2046691.0,3,DO085,C1-Error del Operador,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,84317,82620,2043590.0,65,,C7-Proceso,Line 12,T 2
Wands (Kamuk),Week 01,1/3/2020,84317,36141,2046694.0,1,DO1646,C7-Proceso,Line 12,T 2
Wands (Kamuk),Week 01,1/3/2020,84317,82623,2046694.0,154,D1081,C2-Problemas de Suplidor ,Line 12,T 2
Wands (Kamuk),Week 01,1/3/2020,49696,49559,2046619.0,5,D1081,C3-Problemas de Equipo,Line 12,T 2
Wands (Kamuk),Week 01,1/3/2020,49696,36141,2046619.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T 2
Wands (Kamuk),Week 01,1/3/2020,49696,48421,2046619.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T 2
Wands (Kamuk),Week 01,1/3/2020,49696,48423,2046619.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T 2
Wands (Kamuk),Week 01,1/3/2020,49696,49559,2046619.0,35,D1081,C7-Proceso,Line 12,T 2
Wands (Kamuk),Week 01,1/3/2020,49697,49560,2046626.0,111,D1081,C2-Problemas de Suplidor ,Line 14,T 2
Wands (Kamuk),Week 01,1/3/2020,49697,49560,2046625.0,7,D1081,C7-Proceso,Line 14,T 1
Wands (Kamuk),Week 01,1/3/2020,49697,49560,2046625.0,5,D1081,C7-Proceso,Line 14,T 1
Wands (Kamuk),Week 01,1/3/2020,49697,49560,2046625.0,14,DO1644,C1-Error del Operador,Line 14,T 1
Wands (Kamuk),Week 01,1/3/2020,49697,48419,2046625.0,1,DO085,C1-Error del Operador,Line 14,T 1
Wands (Kamuk),Week 01,1/3/2020,48400,20363,2046692.0,4,,C17- Pruebas de calidad,Line 13,T 1
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046692.0,4,,C17- Pruebas de calidad,Line 13,T 1
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046692.0,5,PKG108,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/3/2020,48400,20363,2046692.0,5,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 1
Wands (Kamuk),Week 01,1/3/2020,48400,49697,2046692.0,3,DO1644,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/3/2020,84317,82623,2046644.0,27,D1081,C2-Problemas de Suplidor ,Line 12,T 2
Wands (Kamuk),Week 01,1/3/2020,84317,36141,2046644.0,2,DO518,C1-Error del Operador,Line 12,T 2
Wands (Kamuk),Week 01,1/3/2020,84317,82620,2046644.0,1,DO1644,C1-Error del Operador,Line 12,T 2
Wands (Kamuk),Week 01,1/3/2020,84317,36141,2046644.0,1,DO1644,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T 2
Wands (Kamuk),Week 01,1/3/2020,84317,82623,2046644.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 1
Wands (Kamuk),Week 01,1/3/2020,84317,48623,2046644.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 1
Wands (Kamuk),Week 01,1/3/2020,84317,36141,2046644.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 1
Wands (Kamuk),Week 01,1/3/2020,84317,48415,2046644.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 1
Wands (Kamuk),Week 01,1/3/2020,84317,82620,2046644.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 1
Wands (Kamuk),Week 01,1/3/2020,84317,48421,2046644.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 1
Wands (Kamuk),Week 01,1/3/2020,49696,49559,2046621.0,27,D1081,C2-Problemas de Suplidor ,Line 12,T3
Wands (Kamuk),Week 01,1/3/2020,49696,36141,2046621.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T3
Wands (Kamuk),Week 01,1/3/2020,49696,49559,2046621.0,1,D1081,C7-Proceso,Line 12,T3
Wands (Kamuk),Week 01,1/3/2020,48400,49697,2046693.0,3,DO1644,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/3/2020,48400,49697,2046693.0,1,DO055,C1-Error del Operador,Line 13,T 1
Wands (Kamuk),Week 01,1/3/2020,48400,20363,2046693.0,4,,C17- Pruebas de calidad,Line 13,T 1
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046693.0,4,PKG119,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046693.0,4,,C17- Pruebas de calidad,Line 13,T 1
Wands (Kamuk),Week 01,1/3/2020,48400,20363,2046693.0,4,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 1
Wands (Kamuk),Week 01,1/3/2020,MR3557,MR3486,2046823.0,3,CA01,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/3/2020,MR3557,MR4066,2046823.0,3,CA04,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/3/2020,MR3557,MR4067,2046822.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/3/2020,MR3557,MR3486,2046822.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/3/2020,MR3557,MR4066,2046822.0,3,CA04,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/3/2020,MR3557,MR3486,2046822.0,10,CA12,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/3/2020,MR3557,MR4067,2046822.0,1,CA06,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/3/2020,MR3557,MR3486,2046822.0,2,MR09,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 01,1/3/2020,MR3557,MR3486,2046822.0,2,CA09,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 01,1/3/2020,MR3557,MR3486,2046822.0,2,CA07,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 01,1/3/2020,MR3557,MR4067,2046822.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/3/2020,MR3557,MR4066,2046822.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/3/2020,MR3557,MR4067,2046825.0,5,CA06,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/3/2020,MR3557,MR3486,2046825.0,4,CA01,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/3/2020,49697,49560,2046626.0,1,DO1644,C1-Error del Operador,Line 14,T 1
Wands (Kamuk),Week 01,1/3/2020,49697,48417,2046626.0,3,DO1644,C1-Error del Operador,Line 14,T 1
Wands (Kamuk),Week 01,1/3/2020,49697,49560,2046626.0,8,DO1643,C7-Proceso,Line 14,T 1
Wands (Kamuk),Week 01,1/3/2020,49697,49560,2046626.0,26,D1081,C7-Proceso,Line 14,T 1
Wands (Kamuk),Week 01,1/3/2020,49696,48415,2046619.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 2
Wands (Kamuk),Week 01,1/3/2020,49696,48623,2046619.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 2
Wands (Kamuk),Week 01,1/3/2020,49696,48421,2046619.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 2
Wands (Kamuk),Week 01,1/3/2020,49696,48423,2046619.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 2
Wands (Kamuk),Week 01,1/3/2020,49696,36141,2046619.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 2
Wands (Kamuk),Week 01,1/3/2020,49696,49559,2046619.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 2
Wands (Kamuk),Week 01,1/3/2020,49696,49559,2046622.0,39,D1081,C7-Proceso,Line 12,T 1
Wands (Kamuk),Week 01,1/3/2020,49696,48423,2046622.0,12,DO1643,C7-Proceso,Line 12,T 1
Wands (Kamuk),Week 01,1/3/2020,49696,48421,2046622.0,1,DO1643,C7-Proceso,Line 12,T 1
Wands (Kamuk),Week 01,1/3/2020,48400,48425,2046694.0,2,DO085,C1-Error del Operador,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,48623,2046694.0,1,DO085,C1-Error del Operador,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,48416,2046694.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,48410,2046694.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,49697,2046694.0,5,DO1644,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,48404,2046694.0,1,DO1643,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046694.0,4,,C17- Pruebas de calidad,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,20363,2046694.0,4,,C17- Pruebas de calidad,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046694.0,9,PKG111,C3-Problemas de Equipo,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046694.0,5,PKG119,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,20363,2046694.0,3,PKG112,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046694.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,20363,2046694.0,14,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046693.0,4,,C17- Pruebas de calidad,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046693.0,1,PKG111,C3-Problemas de Equipo,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046693.0,2,PKG116,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046693.0,1,PKG119,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,26922,2046693.0,2,PKG124,C1-Error del Operador,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,20363,2046693.0,4,,C17- Pruebas de calidad,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,20363,2046693.0,6,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,48404,2046693.0,23,D1093,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,48425,2046693.0,1,DO085,C1-Error del Operador,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,48400,49697,2046693.0,1,DO1643,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/3/2020,49697,36141,2046625.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14,T 1
Wands (Kamuk),Week 01,1/3/2020,49697,49560,2046625.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14,T 1
Wands (Kamuk),Week 01,1/3/2020,49697,48417,2046625.0,1,DO1644,C1-Error del Operador,Line 14,T 1
Wands (Kamuk),Week 01,1/3/2020,49697,36142,2046625.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14,T 1
Wands (Kamuk),Week 01,1/3/2020,49697,48417,2046625.0,1,DO1644,C7-Proceso,Line 14,T 1
Wands (Kamuk),Week 01,1/3/2020,49697,49560,2046625.0,9,D1081,C1-Error del Operador,Line 14,T 1
Wands (Kamuk),Week 01,1/3/2020,49697,49560,2046625.0,22,D1081,C7-Proceso,Line 14,T 1
Wands (Kamuk),Week 01,1/3/2020,32791,242700,2046606.0,7,DO1644,C1-Error del Operador,Line 14,T 2
Wands (Kamuk),Week 01,1/3/2020,32791,242700,2046606.0,1,D1244,C1-Error del Operador,Line 14,T 2
Wands (Kamuk),Week 01,1/3/2020,32791,242700,2046606.0,1,DO511,C1-Error del Operador,Line 14,T 2
Wands (Kamuk),Week 01,1/3/2020,32791,242700,2046606.0,1,DO1644,C1-Error del Operador,Line 14,T 2
Wands (Kamuk),Week 01,1/3/2020,32791,242700,2046606.0,1,DO1646,C1-Error del Operador,Line 14,T 2
Wands (Kamuk),Week 01,1/3/2020,32791,23246,2046606.0,3,DO1644,C1-Error del Operador,Line 14,T 2
Wands (Kamuk),Week 01,1/4/2020,37801,37800,2047378.0,33,OL-0011,C1-Error del Operador,Laser,T 2
Wands (Kamuk),Week 01,1/4/2020,37801,37800,2047378.0,1,OL-0014,C1-Error del Operador,Laser,T 2
Wands (Kamuk),Week 01,1/4/2020,36700,22620,2047375.0,6,OL-0048,C1-Error del Operador,Laser,T 2
Wands (Kamuk),Week 01,1/4/2020,36700,22621,2047375.0,6,OL-0048,C1-Error del Operador,Laser,T 2
Wands (Kamuk),Week 01,1/4/2020,37801,37800,2047378.0,6,OL-0014,C1-Error del Operador,Laser,T 2
Wands (Kamuk),Week 01,1/4/2020,15324,74600,2046597.0,6,DO1644,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,15324,16089,2046597.0,1,DO1644,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,15324,24856,2046597.0,2,DO1644,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,15324,24791,2046597.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,15324,15546-01,2046597.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,15324,17446,2046597.0,1,DO085,C1-Error del Operador,Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,15324,14682,2046597.0,4,DO1644,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,15324,74600,2046597.0,6,DO1644,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,15324,16089,2046597.0,1,DO1644,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,15324,24856,2046597.0,2,DO1644,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,15324,24791,2046597.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,15324,15546-01,2046597.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,15324,17446,2046597.0,1,DO085,C1-Error del Operador,Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,15324,14682,2046597.0,4,DO1644,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,15324,20359,2046597.0,4,,C17- Pruebas de calidad,Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,15324,20359,2046597.0,6,pkg119,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,15324,141000,2046597.0,4,,C17- Pruebas de calidad,Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,15324,140000,2046597.0,6,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,15324,20362,2046597.0,2,DO1644,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,49696,36141,2046622.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 2
Wands (Kamuk),Week 01,1/4/2020,49696,48421,2046622.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 2
Wands (Kamuk),Week 01,1/4/2020,49696,48623,2046622.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 2
Wands (Kamuk),Week 01,1/4/2020,49696,49559,2046622.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 2
Wands (Kamuk),Week 01,1/4/2020,49696,48423,2046622.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 2
Wands (Kamuk),Week 01,1/4/2020,49696,48415,2046622.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 2
Wands (Kamuk),Week 01,1/4/2020,32791,242700,2046606.0,1,do1644,C1-Error del Operador,Line 14,T 2
Wands (Kamuk),Week 01,1/4/2020,MR3557,MR4066,2046824.0,3,ca12,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/4/2020,MR3557,MR3486,2046824.0,12,CA12,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/4/2020,MR3557,MR4067,2046824.0,2,CA06,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/4/2020,MR3557,MR4066,2046824.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/4/2020,MR3557,MR4067,2046824.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 14.5,T 1
Wands (Kamuk),Week 01,1/4/2020,MR3557,MR3486,2046824.0,1,CA07,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/4/2020,32791,242700,2046605.0,7,D1243,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 01,1/4/2020,32791,242700,2046605.0,15,D1243,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 01,1/4/2020,32791,242700,2046605.0,1,DO1646,C7-Proceso,Line 14.5,T 1
Wands (Kamuk),Week 01,1/4/2020,32791,242700,2046605.0,2,,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 01,1/4/2020,32791,242700,2046605.0,2,D1244,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 01,1/4/2020,32791,242700,2046605.0,8,DO518,C1-Error del Operador,Line 14.5,T 1
Wands (Kamuk),Week 01,1/4/2020,49696,49559,2046621.0,2,D1081,C3-Problemas de Equipo,Line 12,T 1
Wands (Kamuk),Week 01,1/4/2020,49696,36141,2046621.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T 1
Wands (Kamuk),Week 01,1/4/2020,49696,48421,2046621.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 1
Wands (Kamuk),Week 01,1/4/2020,49696,36141,2046621.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 1
Wands (Kamuk),Week 01,1/4/2020,49696,49559,2046621.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 1
Wands (Kamuk),Week 01,1/4/2020,49696,48423,2046621.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 1
Wands (Kamuk),Week 01,1/4/2020,49696,48623,2046621.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 1
Wands (Kamuk),Week 01,1/4/2020,49696,48415,2046621.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 1
Wands (Kamuk),Week 01,1/4/2020,49696,49559,2046623.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 2
Wands (Kamuk),Week 01,1/4/2020,49696,36141,2046623.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 2
Wands (Kamuk),Week 01,1/4/2020,49696,48423,2046623.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 2
Wands (Kamuk),Week 01,1/4/2020,49696,48421,2046623.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 2
Wands (Kamuk),Week 01,1/4/2020,49696,48623,2046623.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 2
Wands (Kamuk),Week 01,1/4/2020,49696,48415,2046623.0,15,,C4-Pruebas de Calidad (No requiere cÃ³digo de defecto),Line 12,T 2
Wands (Kamuk),Week 01,1/4/2020,49696,49559,2046623.0,3,D1081,C3-Problemas de Equipo,Line 12,T 2
Wands (Kamuk),Week 01,1/4/2020,49696,36141,2046623.0,3,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T 2
Wands (Kamuk),Week 01,1/4/2020,49696,48421,2046623.0,1,DO1643,C7-Proceso,Line 12,T 2
Wands (Kamuk),Week 01,1/4/2020,49696,48423,2046623.0,2,DO1643,C7-Proceso,Line 12,T 2
Wands (Kamuk),Week 01,1/4/2020,49696,49559,2046623.0,60,D1081,C2-Problemas de Suplidor ,Line 12,T 2
Wands (Kamuk),Week 01,1/4/2020,32792,242800,2046607.0,1,DO518,C7-Proceso,Line 14,T 2
Wands (Kamuk),Week 01,1/4/2020,15324,14682,2046598.0,1,DO085,C1-Error del Operador,Line 13,T 2
Wands (Kamuk),Week 01,1/4/2020,15324,14682,2046598.0,3,DO1644,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/4/2020,15324,231500,2046598.0,1,DO1643,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/4/2020,15324,15571,2046598.0,3,DO1643,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/4/2020,15324,20359,2046598.0,4,,C17- Pruebas de calidad,Line 13,T 2
Wands (Kamuk),Week 01,1/4/2020,15324,141000,2046598.0,4,,C17- Pruebas de calidad,Line 13,T 2
Wands (Kamuk),Week 01,1/4/2020,15324,20359,2046598.0,2,PKG124,C1-Error del Operador,Line 13,T 2
Wands (Kamuk),Week 01,1/4/2020,15324,141000,2046598.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 2
Wands (Kamuk),Week 01,1/4/2020,15324,17446,2046598.0,2,DO1643,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/4/2020,15324,14682,2046597.0,2,DO1644,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/4/2020,15324,17446,2046597.0,2,DO1644,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/4/2020,15324,15571,2046597.0,2,DO1643,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/4/2020,15324,15546-01,2046597.0,4,DO1643,C7-Proceso,Line 13,T 2
Wands (Kamuk),Week 01,1/4/2020,15324,20359,2046597.0,4,,C17- Pruebas de calidad,Line 13,T 2
Wands (Kamuk),Week 01,1/4/2020,15324,141000,2046597.0,4,,C17- Pruebas de calidad,Line 13,T 2
Wands (Kamuk),Week 01,1/4/2020,48400,48413,2046694.0,1,DO1644,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,48400,20363,2046694.0,4,,C17- Pruebas de calidad,Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,48400,20363,2046694.0,2,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,48400,26922,2046694.0,4,,C17- Pruebas de calidad,Line 13,T 1
Wands (Kamuk),Week 01,1/4/2020,48400,26922,2046694.0,2,PKG119,C7-Proceso,Line 13,T 1
Wands (Kamuk),Week 01,1/6/2020,49696,36141,2046620.0,1,DO085,C1-Error del Operador,Line 12,T 1
Wands (Kamuk),Week 01,1/6/2020,49696,49559,2046620.0,1,DO085,C1-Error del Operador,Line 12,T 1
Wands (Kamuk),Week 01,1/6/2020,49696,36141,2046620.0,1,,C11 - Material afectado por otro componente (no requiere cÃ³digo),Line 12,T 1
Wands (Kamuk),Week 01,1/6/2020,49696,49559,2046620.0,2,D1081,C1-Error del Operador,Line 12,T 1
Wands (Kamuk),Week 01,1/6/2020,49696,49559,2046620.0,3,D1081,C7-Proceso,Line 12,T 1
Wands (Kamuk),Week 01,1/6/2020,49696,36141,2046620.0,2,DO1644,C7-Proceso,Line 12,T 1
Wands (Kamuk),Week 01,1/6/2020,49696,49559,2046620.0,117,D1081,C2-Problemas de Suplidor ,Line 12,T 1
Wands (Kamuk),Week 01,1/6/2020,49696,48421,2046620.0,1,DO1644,C7-Proceso,Line 12,T 1
Wands (Kamuk),Week 01,1/6/2020,49696,48421,2046620.0,1,DO1644,C1-Error del Operador,Line 12,T 1
Wands (Kamuk),Week 01,1/6/2020,49696,49559,2046620.0,1,D1081,C3-Problemas de Equipo,Line 12,T 1
Wands (Kamuk),Week 01,1/6/2020,49696,48423,2046620.0,1,DO1644,C7-Proceso,Line 12,T 1
Wands (Kamuk),Week 01,1/6/2020,49696,36141,2046620.0,1,DO1644,C3-Problemas de Equipo,Line 12,T 1
